duration,weekday,hour,organization,max_participants,registered_count,attended_count,reward_ratio,tag_קהילה,tag_נגישות,tag_משפחות,tag_קשישים,tag_ילדים,tag_נוער,tag_חינוך,tag_פיזי,tag_גיוס,tag_אריזה,tag_מטבח,tag_בריאות,tag_עזרה ראשונה,tag_בעלי חיים,tag_סביבה,tag_טכנולוגיה,tag_אירועים,tag_תרומות,tag_צבא
90,1,17,יד שרה,12,6,2,0.75,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
90,1,19,גדולים מהחיים,7,5,2,0.65,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60,3,18,לב אחד,14,6,1,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,6,20,נובה,10,9,8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,2,20,נובה,17,13,13,0.4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,6,12,נובה,5,4,4,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
180,2,16,יד שרה,9,8,7,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,10,לתת,11,6,5,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,0,12,לתת,22,12,12,0.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
120,6,14,יד שרה,23,16,13,0.4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
90,6,10,לתת,22,20,19,0.35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
60,1,15,לב אחד,14,10,8,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
120,0,9,גדולים מהחיים,15,5,1,0.8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
90,5,20,גדולים מהחיים,25,20,19,0.45,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
120,1,13,נובה,11,6,1,0.6,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
90,2,14,יד שרה,11,4,1,0.75,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
120,6,12,לב אחד,13,11,11,0.4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
90,4,11,לתת,30,19,19,0.55,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
180,1,15,לתת,11,7,3,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,5,16,נובה,13,13,12,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
180,4,12,יד שרה,17,9,8,0.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
120,1,16,גדולים מהחיים,29,21,17,0.4,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,2,11,לב אחד,11,7,7,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60,5,9,נובה,13,11,7,0.3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
180,0,16,גדולים מהחיים,21,16,11,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6,10,נובה,7,4,4,0.7,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
180,6,17,יד שרה,5,3,2,0.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
180,1,15,לתת,10,7,5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
60,6,14,יד שרה,15,10,9,0.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
180,1,12,לב אחד,18,11,9,0.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180,3,15,גדולים מהחיים,12,10,10,0.5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
180,2,13,גדולים מהחיים,15,13,10,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
150,5,18,יד שרה,28,16,15,0.65,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
90,0,8,יד שרה,24,16,12,0.45,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
180,1,17,נובה,25,17,17,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,0,12,יד שרה,22,11,11,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
180,4,8,לתת,30,18,14,0.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
150,4,8,גדולים מהחיים,21,12,11,0.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
60,1,16,לתת,27,12,10,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
180,3,8,גדולים מהחיים,6,6,6,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,2,8,נובה,16,10,9,0.75,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
150,0,13,לתת,14,2,2,0.85,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
90,2,17,לב אחד,6,2,0,0.55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
180,2,13,גדולים מהחיים,15,13,13,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
150,2,19,יד שרה,11,3,2,0.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
120,5,10,נובה,6,3,2,0.8,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
120,5,11,לב אחד,14,14,9,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
60,3,19,לתת,6,1,0,0.6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
180,2,13,גדולים מהחיים,11,5,5,0.7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,2,14,גדולים מהחיים,5,2,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,6,16,לב אחד,7,7,7,0.65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
180,6,16,לתת,9,3,1,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
150,1,17,לתת,25,20,19,0.45,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
180,6,17,נובה,5,4,4,0.7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
90,2,11,גדולים מהחיים,28,21,20,0.35,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
150,4,13,גדולים מהחיים,23,11,11,0.65,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
150,6,10,לתת,30,16,13,0.65,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,5,17,לב אחד,8,8,8,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2,20,גדולים מהחיים,8,5,3,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
60,2,14,נובה,22,21,18,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
90,1,20,גדולים מהחיים,25,8,6,0.85,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
180,5,15,יד שרה,28,19,19,0.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,3,17,לב אחד,14,3,3,0.75,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
60,4,16,יד שרה,17,10,9,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
180,2,15,לב אחד,11,9,8,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
180,0,13,נובה,19,9,8,0.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
120,6,17,נובה,9,0,0,0.8,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
180,0,9,נובה,10,4,4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60,2,12,נובה,16,12,12,0.3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
90,0,12,לב אחד,15,10,6,0.35,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,2,8,לתת,6,6,6,0.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
150,6,10,נובה,6,1,1,0.65,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
150,6,14,לב אחד,9,5,1,0.65,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
150,5,14,לב אחד,26,13,9,0.85,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
120,0,12,יד שרה,21,20,15,0.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120,0,9,לתת,19,12,9,0.4,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
60,2,13,נובה,29,24,20,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,1,17,לתת,25,13,11,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
60,1,8,לב אחד,27,20,16,0.4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
150,0,12,לב אחד,29,16,14,0.65,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
150,3,19,נובה,17,11,9,0.55,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
120,1,10,יד שרה,17,11,6,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
150,1,12,נובה,17,11,10,0.45,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
180,3,13,יד שרה,30,21,17,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90,6,20,גדולים מהחיים,26,21,19,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,5,16,לב אחד,20,6,6,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
180,1,15,לתת,10,7,7,0.7,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
150,1,19,יד שרה,14,10,8,0.55,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,15,נובה,5,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
150,2,18,לב אחד,17,7,5,0.85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
60,0,10,גדולים מהחיים,10,8,8,0.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,0,20,נובה,28,19,18,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6,14,לב אחד,27,15,15,0.6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
150,4,10,יד שרה,11,3,0,0.85,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
180,5,11,גדולים מהחיים,9,7,7,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,4,15,נובה,12,11,11,0.4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
120,6,14,גדולים מהחיים,6,4,2,0.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
60,1,10,יד שרה,27,18,18,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
90,3,15,לב אחד,28,17,17,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150,3,14,לב אחד,28,23,21,0.45,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150,0,11,יד שרה,27,19,13,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,6,12,לב אחד,27,12,12,0.7,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
180,5,11,לתת,14,11,10,0.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
90,1,13,נובה,22,11,10,0.35,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
150,3,14,יד שרה,22,8,4,0.85,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
180,0,18,יד שרה,28,16,14,0.7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
90,1,12,נובה,15,9,7,0.35,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
150,1,18,לב אחד,5,0,0,0.65,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
90,6,15,גדולים מהחיים,18,11,11,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
180,6,16,יד שרה,21,15,11,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,5,9,גדולים מהחיים,6,4,4,0.35,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
60,5,16,יד שרה,26,22,17,0.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
180,4,19,יד שרה,27,11,9,1.0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
120,3,12,נובה,26,22,19,0.4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
60,2,9,נובה,14,6,6,0.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60,5,10,לתת,8,4,2,0.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,4,12,לתת,13,6,4,0.7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
120,2,14,לב אחד,14,9,7,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
90,4,12,גדולים מהחיים,18,14,12,0.35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
60,1,9,לתת,29,16,11,0.7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
120,5,12,נובה,22,12,12,0.6,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
90,1,19,לב אחד,21,17,17,0.45,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
150,3,20,לתת,27,19,17,0.55,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2,18,לב אחד,21,11,9,0.45,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,5,13,לב אחד,25,13,13,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
60,1,8,יד שרה,24,12,12,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
120,3,13,גדולים מהחיים,18,16,15,0.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
120,2,19,גדולים מהחיים,25,10,8,0.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
120,3,10,גדולים מהחיים,22,19,14,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,17,לב אחד,14,6,3,0.9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
150,4,17,לתת,11,5,5,0.45,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
90,0,17,לב אחד,7,4,3,0.35,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,2,20,לתת,30,13,11,0.95,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0
60,1,17,לב אחד,14,5,5,0.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,5,16,נובה,15,10,9,0.6,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
120,1,18,גדולים מהחיים,17,13,11,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
180,4,11,לב אחד,16,11,10,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
150,2,8,יד שרה,7,5,4,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
60,1,18,לתת,21,15,12,0.3,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
60,1,18,לב אחד,18,12,10,0.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,5,8,גדולים מהחיים,12,3,1,0.8,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120,2,16,נובה,19,14,11,0.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,6,18,לב אחד,30,15,15,0.5,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
150,3,10,נובה,10,7,7,0.45,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,3,10,לב אחד,30,26,24,0.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
90,3,13,לב אחד,13,8,5,0.55,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
120,2,8,לתת,23,19,15,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
180,6,15,יד שרה,16,10,9,0.5,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
90,1,13,יד שרה,29,18,11,0.55,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
150,6,12,לב אחד,26,12,11,0.65,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
150,1,17,גדולים מהחיים,26,11,11,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
180,6,10,גדולים מהחיים,29,19,16,0.5,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
180,0,20,נובה,23,20,18,0.6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,1,9,יד שרה,21,12,8,0.7,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
60,2,13,לתת,19,10,8,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
150,3,14,לב אחד,29,13,9,0.85,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
60,6,11,לב אחד,11,8,7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,6,15,לב אחד,29,22,19,0.45,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,1,18,נובה,23,16,12,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
150,1,16,יד שרה,29,24,24,0.45,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60,2,15,גדולים מהחיים,13,10,10,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
60,6,9,נובה,9,6,6,0.3,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
120,0,13,לתת,10,6,5,0.6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
150,2,13,יד שרה,7,5,5,0.45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,5,8,נובה,14,6,6,0.75,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
90,5,20,יד שרה,19,13,10,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
180,3,19,לב אחד,7,2,0,0.8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
120,5,18,נובה,18,12,8,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,5,11,יד שרה,14,5,1,0.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
90,1,19,לב אחד,6,5,4,0.65,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,6,18,נובה,22,11,9,0.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
90,3,11,גדולים מהחיים,6,5,5,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
120,6,15,נובה,20,11,10,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
180,2,12,יד שרה,15,9,8,0.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
120,0,11,גדולים מהחיים,17,7,4,0.8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
60,5,17,נובה,14,13,10,0.3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
120,6,16,יד שרה,18,9,9,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
60,0,11,יד שרה,19,14,8,0.3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
60,3,20,לתת,8,5,5,0.6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
150,5,14,יד שרה,11,5,4,0.85,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,5,16,יד שרה,21,17,13,0.3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
180,0,15,גדולים מהחיים,24,8,5,0.9,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
180,0,14,יד שרה,11,1,1,0.7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
60,2,10,יד שרה,14,8,8,0.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
120,0,16,נובה,30,14,12,0.6,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
120,1,20,לב אחד,25,13,10,0.7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
120,2,20,גדולים מהחיים,12,11,11,0.5,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
150,2,15,גדולים מהחיים,16,10,7,0.45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
60,2,18,לב אחד,27,19,16,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
90,0,13,לב אחד,7,1,1,0.75,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
90,0,16,גדולים מהחיים,25,18,15,0.35,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
180,0,14,לב אחד,30,21,21,0.5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
120,3,17,יד שרה,25,15,13,0.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
90,0,10,יד שרה,22,19,18,0.35,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
60,1,9,יד שרה,6,0,0,0.7,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
90,0,18,נובה,21,13,9,0.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
90,5,15,לתת,13,12,11,0.35,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
60,0,17,יד שרה,25,13,13,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
90,2,16,לתת,5,2,0,0.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
60,0,15,נובה,29,20,20,0.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
120,0,18,לתת,17,13,10,0.4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6,8,לתת,25,11,9,0.85,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
60,3,9,יד שרה,7,4,3,0.5,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
90,2,10,יד שרה,6,5,3,0.55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
90,2,13,נובה,27,12,9,0.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
90,1,10,יד שרה,13,5,4,0.75,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,3,15,לב אחד,16,8,8,0.5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
90,4,18,לב אחד,5,2,2,0.35,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,6,13,יד שרה,14,11,10,0.4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,4,19,לב אחד,13,7,4,0.6,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
180,3,15,גדולים מהחיים,21,15,11,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
120,1,16,לב אחד,9,9,7,0.4,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
60,6,9,נובה,19,15,11,0.3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3,18,גדולים מהחיים,7,4,2,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
150,3,9,לתת,24,8,8,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
180,3,19,גדולים מהחיים,16,10,9,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
120,2,12,גדולים מהחיים,14,9,7,0.4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
120,4,10,לתת,21,12,6,0.8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
60,2,9,יד שרה,24,15,15,0.5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
180,4,13,לתת,6,0,0,0.7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
180,5,12,נובה,19,17,16,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
60,0,11,לב אחד,15,8,6,0.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
150,4,8,לב אחד,22,16,14,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,1,12,לתת,27,12,9,0.85,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,2,10,לתת,22,19,19,0.4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
180,4,18,נובה,18,13,11,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,2,14,יד שרה,17,7,2,0.9,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
150,6,12,נובה,16,7,4,0.65,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
150,0,9,לב אחד,7,7,4,0.65,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
180,2,10,לתת,9,3,3,0.9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
